index,field,value
 57.2.6.3,category2_review,Nan
 58.1.1.1,category1_name,"Astatic 201R Cardioid Condenser Boundary Button Microphone, Black"
 58.1.1.4,category1_price,$190.52
 58.1.1.2,category1_rating,Nan
 58.1.1.3,category1_review,Nan
 58.2.1.5,category2_description,91% positive over last 12 months
 58.2.2.5,category2_description,84% positive over last 12 months
 58.2.3.5,category2_description,Nan
 58.2.1.1,category2_name,"Astatic 201R Cardioid Condenser Boundary Button Microphone, Black"
 58.2.2.1,category2_name,Guitar Audio
 58.2.3.1,category2_name,AVLGear
 58.2.1.2,category2_price,$195.00
 58.2.2.2,category2_price,$195.00
 58.2.3.2,category2_price,Nan
 58.2.1.4,category2_rating_count,6347
 58.2.2.4,category2_rating_count,4281
 58.2.3.4,category2_rating_count,Nan
 58.2.1.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 58.2.2.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 58.2.3.3,category2_review,Nan
 59.1.1.1,category1_name,"Astatic 727-18 18"" Dynamic Cardioid Gooseneck"
 59.1.1.4,category1_price,$59.95
 59.1.1.2,category1_rating,5 ratings
 59.1.1.3,category1_review,a-icon a-icon-star a-star-4-5
 59.2.1.5,category2_description,87% positive over last 12 months
 59.2.2.5,category2_description,92% positive over last 12 months
 59.2.3.5,category2_description,90% positive over last 12 months
 59.2.4.5,category2_description,84% positive over last 12 months
 59.2.1.1,category2_name,Consumer Supply Co
 59.2.2.1,category2_name,Interstate Music
 59.2.3.1,category2_name,Full Compass Systems
 59.2.4.1,category2_name,AVLGear
 59.2.1.2,category2_price,Nan
 59.2.2.2,category2_price,Nan
 59.2.3.2,category2_price,Nan
 59.2.4.2,category2_price,Nan
 59.2.1.4,category2_rating_count,538
 59.2.2.4,category2_rating_count,7711
 59.2.3.4,category2_rating_count,9116
 59.2.4.4,category2_rating_count,4281
 59.2.1.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 59.2.2.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 59.2.3.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
 59.2.4.3,category2_review,a-icon a-icon-star-mini a-star-mini-4-5 aod-seller-rating-count-class
